domain;rule_id;rule_type;rule_status;rule_priority;family_code;family_kind;family_id;family_score;retained;question_type;reasoning_trap;predicted_difficulty;priority;candidate_family_status;twin_group_id;twin_type;concept_tested;redundancy_group_id;family_rationale
SFDR;SFDR-R-001;DEFINITION;draft;CRITICAL;F10;EXCEPTION;;1;False;qualification;OVERGENERALIZATION;5;CRITICAL;not_retained;;;Article 2 = Définition de l'investissement durable;RG-SFDR-ARTICLE-2-DEFINITION;aucune exception identifiée : la famille ne pourrait tester qu'une confirmation d'absence, à sourcer comme connaissance négative
SFDR;SFDR-R-001;DEFINITION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;5;CRITICAL;not_retained;;;Article 2 = Définition de l'investissement durable;RG-SFDR-ARTICLE-2-DEFINITION;aucune affirmation négative documentée : il n'y a rien à nier
SFDR;SFDR-R-001;DEFINITION;draft;CRITICAL;F12;MISSING_INFORMATION;;1;False;calibrated_abstention;MISSING_INFORMATION;5;HIGH;not_retained;;;Article 2 = Définition de l'investissement durable;RG-SFDR-ARTICLE-2-DEFINITION;la donnée manquante serait difficile à nommer précisément : la demande d'information resterait vague
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F1;FACT_RECALL;SFDR-R-002-F1;2;True;fact;NONE;2;MEDIUM;blocked;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;l'obligation elle-même se restitue : qui doit quoi, envers qui
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F2;QUALIFICATION;SFDR-R-002-F2;2;True;qualification;NONE;4;HIGH;blocked;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;la règle se projette sur un cas, avec une réponse tranchable
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;aucune computation réelle : un calcul serait fabriqué pour la question
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F4;FALSE_PREMISE;SFDR-R-002-F4;2;True;false_premise;SCOPE_CONFUSION;4;HIGH;blocked;TG-SFDR-R-002;SCOPE_TWIN;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;SFDR-R-002-F5;2;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-SFDR-R-002;SCOPE_TWIN;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;HIGH;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;règle sans branche : une réponse conditionnelle serait un artifice
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;MEDIUM;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;aucun régime voisin : la confusion ne serait pas plausible
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;aucune affirmation négative documentée : il n'y a rien à nier
SFDR;SFDR-R-002;DISCLOSURE;draft;HIGH;F12;MISSING_INFORMATION;SFDR-R-002-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Article 3 = Transparence des politiques de risques de durabilité sur le site web;RG-SFDR-ARTICLE-3-DISCLOSURE;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F1;FACT_RECALL;SFDR-R-003-F1;2;True;fact;NONE;2;HIGH;blocked;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;l'obligation elle-même se restitue : qui doit quoi, envers qui
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F2;QUALIFICATION;SFDR-R-003-F2;2;True;qualification;NONE;4;CRITICAL;blocked;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;la règle se projette sur un cas, avec une réponse tranchable
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;aucune computation réelle : un calcul serait fabriqué pour la question
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F4;FALSE_PREMISE;SFDR-R-003-F4;3;True;false_premise;FALSE_THRESHOLD;4;CRITICAL;blocked;TG-SFDR-R-003;FALSE_TRUE;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;1 affirmation(s) fausse(s) déjà identifiée(s) sur cette règle : la prémisse est prête à être réfutée, sous réserve de vérifier l'absence
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;SFDR-R-003-F5;3;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-SFDR-R-003;FALSE_TRUE;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;CRITICAL;not_retained;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;règle sans branche : une réponse conditionnelle serait un artifice
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F8;TEMPORAL;SFDR-R-003-F8;2;True;fact;TEMPORAL_CONFUSION;4;HIGH;blocked;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;règle marquée sensible au temps : l'entrée en vigueur et le régime applicable à une date donnée se testent
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;aucun régime voisin : la confusion ne serait pas plausible
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F11;NEGATIVE_ASSERTION;SFDR-R-003-F11;2;True;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;blocked;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;1 affirmation(s) négative(s) identifiée(s), aucune encore vérifiée absente : la famille est prête mais pas sourçable
SFDR;SFDR-R-003;DISCLOSURE;draft;CRITICAL;F12;MISSING_INFORMATION;SFDR-R-003-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article 4 = Transparence des principales incidences négatives au niveau de l'entité;RG-SFDR-ARTICLE-4-DISCLOSURE;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F1;FACT_RECALL;;1;False;fact;NONE;2;LOW;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;règle de type GOVERNANCE : la restitution porterait sur un dispositif diffus, difficile à noter exactement
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F2;QUALIFICATION;SFDR-R-004-F2;2;True;qualification;NONE;4;MEDIUM;blocked;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;la règle se projette sur un cas, avec une réponse tranchable
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F3;CALCULATION;;0;False;calculation;NONE;3;MEDIUM;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;aucune computation réelle : un calcul serait fabriqué pour la question
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F4;FALSE_PREMISE;SFDR-R-004-F4;2;True;false_premise;OVERGENERALIZATION;4;MEDIUM;blocked;TG-SFDR-R-004;EXCEPTION_TWIN;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;1 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F5;TRUE_PREMISE_ADVERSARIAL;SFDR-R-004-F5;2;True;true_premise_adversarial;NONE;4;LOW;blocked;TG-SFDR-R-004;EXCEPTION_TWIN;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;LOW;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;MEDIUM;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;règle sans branche : une réponse conditionnelle serait un artifice
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;LOW;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;MEDIUM;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;aucun régime voisin : la confusion ne serait pas plausible
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;MEDIUM;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;MEDIUM;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;aucune affirmation négative documentée : il n'y a rien à nier
SFDR;SFDR-R-004;GOVERNANCE;draft;MEDIUM;F12;MISSING_INFORMATION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;LOW;not_retained;;;Article 5 = Politiques de rémunération et risques de durabilité;RG-SFDR-ARTICLE-5-GOVERNANCE;la donnée manquante serait difficile à nommer précisément : la demande d'information resterait vague
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F1;FACT_RECALL;SFDR-R-005-F1;2;True;fact;NONE;2;HIGH;blocked;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;l'obligation elle-même se restitue : qui doit quoi, envers qui
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F2;QUALIFICATION;SFDR-R-005-F2;2;True;qualification;NONE;4;CRITICAL;blocked;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;la règle se projette sur un cas, avec une réponse tranchable
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;aucune computation réelle : un calcul serait fabriqué pour la question
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F4;FALSE_PREMISE;SFDR-R-005-F4;2;True;false_premise;SCOPE_CONFUSION;4;CRITICAL;blocked;TG-SFDR-R-005;SCOPE_TWIN;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;SFDR-R-005-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-SFDR-R-005;SCOPE_TWIN;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;CRITICAL;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;règle sans branche : une réponse conditionnelle serait un artifice
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;HIGH;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;aucun régime voisin : la confusion ne serait pas plausible
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;aucune affirmation négative documentée : il n'y a rien à nier
SFDR;SFDR-R-005;DISCLOSURE;draft;CRITICAL;F12;MISSING_INFORMATION;SFDR-R-005-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article 6 = Intégration des risques de durabilité dans l'information précontractuelle;RG-SFDR-ARTICLE-6-DISCLOSURE;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F1;FACT_RECALL;SFDR-R-006-F1;2;True;fact;NONE;2;MEDIUM;blocked;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;l'obligation elle-même se restitue : qui doit quoi, envers qui
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F2;QUALIFICATION;SFDR-R-006-F2;2;True;qualification;NONE;4;HIGH;blocked;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;la règle se projette sur un cas, avec une réponse tranchable
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;aucune computation réelle : un calcul serait fabriqué pour la question
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F4;FALSE_PREMISE;SFDR-R-006-F4;2;True;false_premise;SCOPE_CONFUSION;4;HIGH;blocked;TG-SFDR-R-006;SCOPE_TWIN;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;SFDR-R-006-F5;2;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-SFDR-R-006;SCOPE_TWIN;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F7;CONDITIONAL_ANSWER;SFDR-R-006-F7;2;True;qualification;NONE;3;HIGH;blocked;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F8;TEMPORAL;SFDR-R-006-F8;2;True;fact;TEMPORAL_CONFUSION;4;MEDIUM;blocked;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;règle marquée sensible au temps : l'entrée en vigueur et le régime applicable à une date donnée se testent
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;aucun régime voisin : la confusion ne serait pas plausible
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;aucune affirmation négative documentée : il n'y a rien à nier
SFDR;SFDR-R-006;DISCLOSURE;draft;HIGH;F12;MISSING_INFORMATION;SFDR-R-006-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Article 7 = Incidences négatives au niveau du produit;RG-SFDR-ARTICLE-7-DISCLOSURE;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F1;FACT_RECALL;SFDR-R-008-F1;3;True;fact;NONE;3;HIGH;blocked;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;règle de type CLASSIFICATION : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F2;QUALIFICATION;SFDR-R-008-F2;3;True;qualification;NONE;5;CRITICAL;blocked;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;4;CRITICAL;not_retained;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;aucune computation réelle : un calcul serait fabriqué pour la question
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F4;FALSE_PREMISE;SFDR-R-008-F4;3;True;false_premise;FALSE_THRESHOLD;5;CRITICAL;blocked;TG-SFDR-R-008;FALSE_TRUE;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;1 affirmation(s) fausse(s) déjà identifiée(s) sur cette règle : la prémisse est prête à être réfutée, sous réserve de vérifier l'absence
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;SFDR-R-008-F5;3;True;true_premise_adversarial;NONE;5;HIGH;blocked;TG-SFDR-R-008;FALSE_TRUE;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;5;HIGH;not_retained;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;SFDR-R-008-F7;2;True;qualification;NONE;4;CRITICAL;blocked;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;5;HIGH;not_retained;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F9;CROSS_REGULATORY;SFDR-R-008-F9;2;True;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;blocked;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;régime(s) voisin(s) plausible(s) : AMF — la confusion est juridiquement crédible
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;5;CRITICAL;not_retained;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;SFDR-R-008-F11;2;True;false_premise;NEGATIVE_ASSERTION;5;CRITICAL;blocked;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;1 affirmation(s) négative(s) identifiée(s), aucune encore vérifiée absente : la famille est prête mais pas sourçable
SFDR;SFDR-R-008;CLASSIFICATION;draft;CRITICAL;F12;MISSING_INFORMATION;SFDR-R-008-F12;3;True;calibrated_abstention;MISSING_INFORMATION;5;HIGH;blocked;;;Article 8 = Produits promouvant des caractéristiques environnementales ou sociales;RG-SFDR-ARTICLE-8-CLASSIFICATION;règle de type CLASSIFICATION : on peut nommer exactement la donnée qui manque pour conclure
SFDR;SFDR-R-009;CLASSIFICATION;draft;CRITICAL;F1;FACT_RECALL;SFDR-R-009-F1;3;True;fact;NONE;3;HIGH;blocked;;;Article 9 = Produits ayant l'investissement durable pour objectif;RG-SFDR-ARTICLE-9-CLASSIFICATION;règle de type CLASSIFICATION : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
SFDR;SFDR-R-009;CLASSIFICATION;draft;CRITICAL;F2;QUALIFICATION;SFDR-R-009-F2;3;True;qualification;NONE;5;CRITICAL;blocked;;;Article 9 = Produits ayant l'investissement durable pour objectif;RG-SFDR-ARTICLE-9-CLASSIFICATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
